left,right,match,match_confidence,gold,left_id,right_id,source,left_kv,right_kv,left_count,right_kv_distinct
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL PITTS COL model VAL S-2 Special COL code VAL PTS2,1,0.9999902006903558,1,PITTS S2,PTS2 S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: PITTS', 'model: S-2 Special', 'code: PTS2']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AEROTEK (1) COL model VAL Pitts S-2 Special COL code VAL PTS2,1,0.9999488612592683,1,PITTS S2,PTS2 Pitts S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AEROTEK (1)', 'model: Pitts S-2 Special', 'code: PTS2']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL PITTS COL model VAL S-2 Special,1,0.9999797642055056,1,PITTS S2,PTS2 S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: PITTS', 'model: S-2 Special']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AVIAT COL model VAL Pitts S-2 Special,1,0.999989334359649,1,PITTS S2,PTS2 Pitts S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AVIAT', 'model: Pitts S-2 Special']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL AVIAT COL model VAL Pitts S-2 Special COL code VAL PTS2,1,0.9999879780161854,1,PITTS S2,PTS2 Pitts S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: AVIAT', 'model: Pitts S-2 Special', 'code: PTS2']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL mfr VAL CHRISTEN COL model VAL Pitts S-2 Special,1,0.9999890322174265,1,PITTS S2,PTS2 Pitts S-2 Special,doc8643_description,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['mfr: CHRISTEN', 'model: Pitts S-2 Special']",21,21
COL make VAL PITTS COL model VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,COL make VAL PITTS COL model VAL S2 COL series VAL S2 COL name VAL PITTS SPECIAL COL cert VAL A8SO,1,0.9999887461469653,1,PITTS S2,7677,cictt,"['make: PITTS', 'model: S2', 'name: PITTS SPECIAL', 'cert: A8SO']","['make: PITTS', 'model: S2', 'series: S2', 'name: PITTS SPECIAL', 'cert: A8SO']",21,21
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL make VAL NORWST COL model VAL 35 COL series VAL 70 COL name VAL PORTERFIELD COL cert VAL ATC567,1,0.9999775098514833,1,PORTERFIELD 35,NORWST-35-70,faa,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['make: NORWST', 'model: 35', 'series: 70', 'name: PORTERFIELD', 'cert: ATC567']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL cert VAL ATC 567,COL make VAL PORTERFIELD COL model VAL 35 COL series VAL 35 COL cert VAL ATC 567,1,0.9999894842256807,1,PORTERFIELD 35,7687,cictt,"['make: PORTERFIELD', 'model: 35', 'cert: ATC 567']","['make: PORTERFIELD', 'model: 35', 'series: 35', 'cert: ATC 567']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL mfr VAL PORTERFIELD COL model VAL 35,1,0.9999813645751168,1,PORTERFIELD 35,NORWST-35-PORTFLD,reg,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['mfr: PORTERFIELD', 'model: 35']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL cert VAL TC 611,COL make VAL PORTERFIELD COL model VAL 35 COL series VAL W COL cert VAL TC 611,1,0.9998971230719462,1,PORTERFIELD 35,21626,cictt,"['make: PORTERFIELD', 'model: 35', 'cert: TC 611']","['make: PORTERFIELD', 'model: 35', 'series: W', 'cert: TC 611']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL make VAL NORWST COL model VAL 35 COL series VAL PORTFLD COL name VAL PORTERFIELD COL cert VAL ATC567,1,0.9999678832521641,1,PORTERFIELD 35,NORWST-35-PORTFLD,faa,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['make: NORWST', 'model: 35', 'series: PORTFLD', 'name: PORTERFIELD', 'cert: ATC567']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL cert VAL ATC 606,COL make VAL PORTERFIELD COL model VAL 35 COL series VAL V COL cert VAL ATC 606,1,0.9999850345690604,1,PORTERFIELD 35,21628,cictt,"['make: PORTERFIELD', 'model: 35', 'cert: ATC 606']","['make: PORTERFIELD', 'model: 35', 'series: V', 'cert: ATC 606']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL make VAL NORWST COL model VAL 35 COL series VAL V COL name VAL PORTERFIELD COL cert VAL ATC606,1,0.9998758898446118,1,PORTERFIELD 35,NORWST-35-V,faa,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['make: NORWST', 'model: 35', 'series: V', 'name: PORTERFIELD', 'cert: ATC606']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL mfr VAL PORTERFIELD COL model VAL 35-70,1,0.9999752094891597,1,PORTERFIELD 35,NORWST-35-70,reg,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['mfr: PORTERFIELD', 'model: 35-70']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL mfr VAL PORTERFIELD COL model VAL 35W,1,0.9999445284796336,1,PORTERFIELD 35,NORWST-35-W,reg,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['mfr: PORTERFIELD', 'model: 35W']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567,COL make VAL PORTERFIELD COL model VAL 35 COL series VAL 70 COL name VAL FLYABOUT COL cert VAL ATC 567,1,0.9999861140871661,1,PORTERFIELD 35,7688,cictt,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567']","['make: PORTERFIELD', 'model: 35', 'series: 70', 'name: FLYABOUT', 'cert: ATC 567']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL make VAL NORWST COL model VAL 35 COL series VAL W COL name VAL PORTERFIELD COL cert VAL 611,1,0.9999348504241473,1,PORTERFIELD 35,NORWST-35-W,faa,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['make: NORWST', 'model: 35', 'series: W', 'name: PORTERFIELD', 'cert: 611']",12,12
COL make VAL PORTERFIELD COL model VAL 35 COL name VAL FLYABOUT COL cert VAL ATC 567 ATC 606 TC 611,COL mfr VAL PORTERFIELD COL model VAL 35V,1,0.9999693547291311,1,PORTERFIELD 35,NORWST-35-V,reg,"['make: PORTERFIELD', 'model: 35', 'name: FLYABOUT', 'cert: ATC 567 ATC 606 TC 611']","['mfr: PORTERFIELD', 'model: 35V']",12,12
COL make VAL PORTERFIELD COL model VAL 75 COL cert VAL TC 611,COL make VAL PORTERFIELD COL model VAL 75 COL series VAL C COL cert VAL TC 611,1,0.9999660460549289,1,PORTERFIELD 75,21627,cictt,"['make: PORTERFIELD', 'model: 75', 'cert: TC 611']","['make: PORTERFIELD', 'model: 75', 'series: C', 'cert: TC 611']",3,3
COL make VAL PORTERFIELD COL model VAL 75 COL cert VAL TC 611,COL mfr VAL PORTERFIELD COL model VAL 75C,1,0.9989855324702105,1,PORTERFIELD 75,NORWST-35-75C,reg,"['make: PORTERFIELD', 'model: 75', 'cert: TC 611']","['mfr: PORTERFIELD', 'model: 75C']",3,3
COL make VAL PORTERFIELD COL model VAL 75 COL cert VAL TC 611,COL make VAL NORWST COL model VAL 35 COL series VAL 75C COL name VAL PORTERFIELD COL cert VAL 611,1,0.9560320034787032,1,PORTERFIELD 75,NORWST-35-75C,faa,"['make: PORTERFIELD', 'model: 75', 'cert: TC 611']","['make: NORWST', 'model: 35', 'series: 75C', 'name: PORTERFIELD', 'cert: 611']",3,3
COL make VAL PORTERFIELD COL model VAL CP40 COL name VAL ZEPHYR COL cert VAL TC 2-530,COL make VAL CP COL model VAL 40 COL series VAL 40 COL name VAL PORTERFIELD COL cert VAL 2530,1,0.999985860450178,1,PORTERFIELD CP40,CP-40-40,faa,"['make: PORTERFIELD', 'model: CP40', 'name: ZEPHYR', 'cert: TC 2-530']","['make: CP', 'model: 40', 'series: 40', 'name: PORTERFIELD', 'cert: 2530']",3,3
COL make VAL PORTERFIELD COL model VAL CP40 COL name VAL ZEPHYR COL cert VAL TC 2-530,COL mfr VAL PORTERFIELD COL model VAL CP-40,1,0.9999727558224277,1,PORTERFIELD CP40,CP-40-40,reg,"['make: PORTERFIELD', 'model: CP40', 'name: ZEPHYR', 'cert: TC 2-530']","['mfr: PORTERFIELD', 'model: CP-40']",3,3
COL make VAL PORTERFIELD COL model VAL CP40 COL name VAL ZEPHYR COL cert VAL TC 2-530,COL make VAL PORTERFIELD COL model VAL CP40 COL series VAL CP40 COL name VAL ZEPHYR COL cert VAL TC 2-530,1,0.9999869305767775,1,PORTERFIELD CP40,21629,cictt,"['make: PORTERFIELD', 'model: CP40', 'name: ZEPHYR', 'cert: TC 2-530']","['make: PORTERFIELD', 'model: CP40', 'series: CP40', 'name: ZEPHYR', 'cert: TC 2-530']",3,3
COL make VAL PORTERFIELD COL model VAL CP50 COL name VAL COLLEGIATE COL cert VAL TC 690,COL mfr VAL PORTERFIELD COL model VAL CP-50,1,0.9999730612877706,1,PORTERFIELD CP50,CP-50-50,reg,"['make: PORTERFIELD', 'model: CP50', 'name: COLLEGIATE', 'cert: TC 690']","['mfr: PORTERFIELD', 'model: CP-50']",3,3
COL make VAL PORTERFIELD COL model VAL CP50 COL name VAL COLLEGIATE COL cert VAL TC 690,COL make VAL PORTERFIELD COL model VAL CP50 COL series VAL CP50 COL name VAL COLLEGIATE COL cert VAL TC 690,1,0.9999910579588801,1,PORTERFIELD CP50,7689,cictt,"['make: PORTERFIELD', 'model: CP50', 'name: COLLEGIATE', 'cert: TC 690']","['make: PORTERFIELD', 'model: CP50', 'series: CP50', 'name: COLLEGIATE', 'cert: TC 690']",3,3
COL make VAL PORTERFIELD COL model VAL CP50 COL name VAL COLLEGIATE COL cert VAL TC 690,COL make VAL CP COL model VAL 50 COL series VAL 50 COL name VAL PORTERFIELD COL cert VAL 690,1,0.9999869762514287,1,PORTERFIELD CP50,CP-50-50,faa,"['make: PORTERFIELD', 'model: CP50', 'name: COLLEGIATE', 'cert: TC 690']","['make: CP', 'model: 50', 'series: 50', 'name: PORTERFIELD', 'cert: 690']",3,3
COL make VAL PORTERFIELD COL model VAL CP55 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PORTERFIELD COL model VAL CP55 COL series VAL CP55 COL name VAL COLLEGIATE COL cert VAL A-720,1,0.9999857307668113,1,PORTERFIELD CP55,7690,cictt,"['make: PORTERFIELD', 'model: CP55', 'name: COLLEGIATE', 'cert: A-720']","['make: PORTERFIELD', 'model: CP55', 'series: CP55', 'name: COLLEGIATE', 'cert: A-720']",3,3
COL make VAL PORTERFIELD COL model VAL CP55 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-55,1,0.9998905528537119,1,PORTERFIELD CP55,CP-65-55,reg,"['make: PORTERFIELD', 'model: CP55', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-55']",3,3
COL make VAL PORTERFIELD COL model VAL CP55 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL CP COL model VAL 65 COL series VAL 55 COL name VAL PORTERFIELD COL cert VAL A720,1,0.9992782204115269,1,PORTERFIELD CP55,CP-65-55,faa,"['make: PORTERFIELD', 'model: CP55', 'name: COLLEGIATE', 'cert: A-720']","['make: CP', 'model: 65', 'series: 55', 'name: PORTERFIELD', 'cert: A720']",3,3
COL make VAL PORTERFIELD COL model VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL CP COL model VAL 65 COL series VAL PORTFLD COL name VAL PORTERFIELD COL cert VAL A720,1,0.9973666853229138,1,PORTERFIELD CP65,CP-65-PORTFLD,faa,"['make: PORTERFIELD', 'model: CP65', 'name: COLLEGIATE', 'cert: A-720']","['make: CP', 'model: 65', 'series: PORTFLD', 'name: PORTERFIELD', 'cert: A720']",6,6
COL make VAL PORTERFIELD COL model VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate COL code VAL CP65,1,0.9999811638355465,1,PORTERFIELD CP65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: CP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate', 'code: CP65']",6,6
COL make VAL PORTERFIELD COL model VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PRTFLD COL model VAL 65 COL series VAL CP65 COL cert VAL A720,1,0.9997752315827798,1,PORTERFIELD CP65,PRTFLD-65-CP65,faa,"['make: PORTERFIELD', 'model: CP65', 'name: COLLEGIATE', 'cert: A-720']","['make: PRTFLD', 'model: 65', 'series: CP65', 'cert: A720']",6,6
COL make VAL PORTERFIELD COL model VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL code VAL CP65,1,0.9999795011483813,1,PORTERFIELD CP65,CP65,doc8643_code,"['make: PORTERFIELD', 'model: CP65', 'name: COLLEGIATE', 'cert: A-720']",['code: CP65'],6,6
COL make VAL PORTERFIELD COL model VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PORTERFIELD COL model VAL CP65 COL series VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,1,0.9999761853874459,1,PORTERFIELD CP65,7691,cictt,"['make: PORTERFIELD', 'model: CP65', 'name: COLLEGIATE', 'cert: A-720']","['make: PORTERFIELD', 'model: CP65', 'series: CP65', 'name: COLLEGIATE', 'cert: A-720']",6,6
COL make VAL PORTERFIELD COL model VAL CP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate,1,0.9999813690619548,1,PORTERFIELD CP65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: CP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate']",6,6
COL make VAL PORTERFIELD COL model VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,COL code VAL CP65,1,0.9880080770666037,1,PORTERFIELD CS65,CP65,doc8643_code,"['make: PORTERFIELD', 'model: CS65', 'name: COLLEGIATE', 'cert: A-720']",['code: CP65'],6,6
COL make VAL PORTERFIELD COL model VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate,1,0.9999806102877485,1,PORTERFIELD CS65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: CS65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate']",6,6
COL make VAL PORTERFIELD COL model VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL CP COL model VAL 65 COL series VAL CS65 COL name VAL PORTERFIELD COL cert VAL A720,1,0.9999771567805198,1,PORTERFIELD CS65,CP-65-CS65,faa,"['make: PORTERFIELD', 'model: CS65', 'name: COLLEGIATE', 'cert: A-720']","['make: CP', 'model: 65', 'series: CS65', 'name: PORTERFIELD', 'cert: A720']",6,6
COL make VAL PORTERFIELD COL model VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CS-65,1,0.9971443541008062,1,PORTERFIELD CS65,CP-65-CS65,reg,"['make: PORTERFIELD', 'model: CS65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CS-65']",6,6
COL make VAL PORTERFIELD COL model VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PORTERFIELD COL model VAL CS65 COL series VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,1,0.9999903017994808,1,PORTERFIELD CS65,7692,cictt,"['make: PORTERFIELD', 'model: CS65', 'name: COLLEGIATE', 'cert: A-720']","['make: PORTERFIELD', 'model: CS65', 'series: CS65', 'name: COLLEGIATE', 'cert: A-720']",6,6
COL make VAL PORTERFIELD COL model VAL CS65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate COL code VAL CP65,1,0.9999824233083747,1,PORTERFIELD CS65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: CS65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate', 'code: CP65']",6,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL CP COL model VAL 65 COL series VAL FP65 COL name VAL PORTERFIELD COL cert VAL A720,1,0.9999514652160297,1,PORTERFIELD FP65,CP-65-FP65,faa,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['make: CP', 'model: 65', 'series: FP65', 'name: PORTERFIELD', 'cert: A720']",7,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL FP-65,1,0.9998151794032598,1,PORTERFIELD FP65,PRTFLD-65-FP65,reg,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: FP-65']",7,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL FP-65,1,0.9998151794032598,1,PORTERFIELD FP65,CP-65-FP65,reg,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: FP-65']",7,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate COL code VAL CP65,1,0.9999779655064656,1,PORTERFIELD FP65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate', 'code: CP65']",7,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PORTERFIELD COL model VAL FP65 COL series VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,1,0.9999901818556007,1,PORTERFIELD FP65,7693,cictt,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['make: PORTERFIELD', 'model: FP65', 'series: FP65', 'name: COLLEGIATE', 'cert: A-720']",7,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PRTFLD COL model VAL 65 COL series VAL FP65 COL cert VAL A720,1,0.9999789061132969,1,PORTERFIELD FP65,PRTFLD-65-FP65,faa,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['make: PRTFLD', 'model: 65', 'series: FP65', 'cert: A720']",7,6
COL make VAL PORTERFIELD COL model VAL FP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate,1,0.9999776210719309,1,PORTERFIELD FP65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: FP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate']",7,6
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate,1,0.9999651929402452,1,PORTERFIELD LP65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate']",7,7
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL LP-65,1,0.6738090612327267,1,PORTERFIELD LP65,PRTFLD-65-LP65,reg,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: LP-65']",7,7
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL mfr VAL PORTERFIELD COL model VAL CP-65 Collegiate COL code VAL CP65,1,0.9999668458214026,1,PORTERFIELD LP65,CP65 CP-65 Collegiate,doc8643_description,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']","['mfr: PORTERFIELD', 'model: CP-65 Collegiate', 'code: CP65']",7,7
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PRTFLD COL model VAL 65 COL series VAL LP65 COL cert VAL A720,1,0.9999818976598723,1,PORTERFIELD LP65,PRTFLD-65-LP65,faa,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']","['make: PRTFLD', 'model: 65', 'series: LP65', 'cert: A720']",7,7
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL PORTERFIELD COL model VAL LP65 COL series VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,1,0.9999883332176701,1,PORTERFIELD LP65,7694,cictt,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']","['make: PORTERFIELD', 'model: LP65', 'series: LP65', 'name: COLLEGIATE', 'cert: A-720']",7,7
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL make VAL CP COL model VAL 65 COL series VAL LP65 COL name VAL PORTERFIELD COL cert VAL A720,1,0.9999806735533536,1,PORTERFIELD LP65,CP-65-LP65,faa,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']","['make: CP', 'model: 65', 'series: LP65', 'name: PORTERFIELD', 'cert: A720']",7,7
COL make VAL PORTERFIELD COL model VAL LP65 COL name VAL COLLEGIATE COL cert VAL A-720,COL code VAL CP65,1,0.9997853411109355,1,PORTERFIELD LP65,CP65,doc8643_code,"['make: PORTERFIELD', 'model: LP65', 'name: COLLEGIATE', 'cert: A-720']",['code: CP65'],7,7
COL make VAL PRATT READ COL model VAL LNE1 COL cert VAL GTC 12,COL make VAL PRATT READ COL model VAL LNE1 COL series VAL LNE1 COL cert VAL GTC 12,1,0.9999904955570378,1,PRATT READ LNE1,24017,cictt,"['make: PRATT READ', 'model: LNE1', 'cert: GTC 12']","['make: PRATT READ', 'model: LNE1', 'series: LNE1', 'cert: GTC 12']",3,3
COL make VAL PRATT READ COL model VAL LNE1 COL cert VAL GTC 12,COL mfr VAL PRATT READ COL model VAL LNE-1,1,0.9999893388036415,1,PRATT READ LNE1,PR-G1-LNE1,reg,"['make: PRATT READ', 'model: LNE1', 'cert: GTC 12']","['mfr: PRATT READ', 'model: LNE-1']",3,3
COL make VAL PRATT READ COL model VAL LNE1 COL cert VAL GTC 12,COL make VAL PR COL model VAL G1 COL series VAL LNE1 COL cert VAL GTC12,1,0.9999318945781296,1,PRATT READ LNE1,PR-G1-LNE1,faa,"['make: PRATT READ', 'model: LNE1', 'cert: GTC 12']","['make: PR', 'model: G1', 'series: LNE1', 'cert: GTC12']",3,3
COL make VAL PRATT READ COL model VAL PRG1 COL cert VAL GTC 12,COL make VAL PR COL model VAL G1 COL series VAL G1 COL cert VAL GTC12,1,0.968582096879306,1,PRATT READ PRG1,PR-G1-G1,faa,"['make: PRATT READ', 'model: PRG1', 'cert: GTC 12']","['make: PR', 'model: G1', 'series: G1', 'cert: GTC12']",3,3
COL make VAL PRATT READ COL model VAL PRG1 COL cert VAL GTC 12,COL mfr VAL PRATT READ COL model VAL PR-G1,1,0.9999895728233631,1,PRATT READ PRG1,PR-G1-G1,reg,"['make: PRATT READ', 'model: PRG1', 'cert: GTC 12']","['mfr: PRATT READ', 'model: PR-G1']",3,3
COL make VAL PRATT READ COL model VAL PRG1 COL cert VAL GTC 12,COL make VAL PRATT READ COL model VAL PRG1 COL series VAL PRG1 COL cert VAL GTC 12,1,0.9999895987896366,1,PRATT READ PRG1,7706,cictt,"['make: PRATT READ', 'model: PRG1', 'cert: GTC 12']","['make: PRATT READ', 'model: PRG1', 'series: PRG1', 'cert: GTC 12']",3,3
COL make VAL PRATT READ COL model VAL TG32 COL cert VAL GTC 12,COL make VAL PRATT READ COL model VAL TG32 COL series VAL TG32 COL cert VAL GTC 12,1,0.9999904381584915,1,PRATT READ TG32,24016,cictt,"['make: PRATT READ', 'model: TG32', 'cert: GTC 12']","['make: PRATT READ', 'model: TG32', 'series: TG32', 'cert: GTC 12']",3,3
